LTCR,RUFF,RUT,ALCR,AADT,Treatment,Base,Years since Work,Actual LTCR,Actual RUFF,Actual RUT,Actual ALCR
91.24168005,73.61199414,63.25166601,82.37244,1500,OVL,TONS,25,91.24168005,73.61199414,63.25166601,82.37244
96.92104397,72.87866633,83.8394917,79.52579,7028,MAF,THCK,6,96.92104397,72.87866633,83.8394917,79.52579
98.81210931,96.6660158,62.16912883,65.50143541,10652,MAF,THCK,4,98.81210931,96.6660158,62.16912883,65.50143541
99.45520321,97.19973858,81.81179996,77.27519685,4600,OVL,THCK,9,99.45520321,97.19973858,81.81179996,77.27519685
98.36303206,99.74381563,83.7434933,91.99786,3600,UNKN,TONS,3,98.36303206,99.74381563,83.7434933,91.99786
99.08045653,99.56209405,84.89608132,87.195,2650,MAF,THCK,9,99.08045653,99.56209405,84.89608132,87.195
85.36811946,81.97806605,68.06621134,93.893,535,OVL,TONW,19,85.36811946,81.97806605,68.06621134,93.893
100,100,83.54696256,93.606365,4092,UNKN,THCK,1,100,100,83.54696256,93.606365
97.58530651,96.24570662,85.18291215,91.30245,2500,MAF,THCK,5,97.58530651,96.24570662,85.18291215,91.30245
88.00265018,42.00738644,75.59682767,93.82950413,8600,MAF,AONC,4,88.00265018,42.00738644,75.59682767,93.82950413
68.27186222,30.78487286,79.87777768,83.32388112,7400,OVL,AONC,14,68.27186222,30.78487286,79.87777768,83.32388112
85.91469435,50.58278378,78.5991522,95.33037037,987,OVL,AONC,23,85.91469435,50.58278378,78.5991522,95.33037037
66.91211681,9.814171451,63.93515839,89.25152027,860,OVL,THCK,15,66.91211681,9.814171451,63.93515839,89.25152027
98.02479979,99.75722667,81.48638685,86.81085,5400,MAF,TONS,5,98.02479979,99.75722667,81.48638685,86.81085
100,100,83.064592,95.8236,2729,UNKN,THCK,1,100,100,83.064592,95.8236
97.28195378,85.12348522,84.39921803,92.711,5000,OVL,THCK,4,97.28195378,85.12348522,84.39921803,92.711
100,100,83.80788951,93.52213523,2700,MAF,THCK,5,100,100,83.80788951,93.52213523
99.97041213,98.35046641,85.07447237,91.529,8387,OVL,THCK,3,99.97041213,98.35046641,85.07447237,91.529
97.185004,96.71007455,83.60436384,79.315,2515,UNKN,THCK,6,97.185004,96.71007455,83.60436384,79.315
98.21196585,88.80318931,84.25841891,70.35721015,9900,OVL,THCK,7,98.21196585,88.80318931,84.25841891,70.35721015
50.60737652,0,37.22444423,61.72571429,2000,UNKN,TONS,27,50.60737652,0,37.22444423,61.72571429
100,100,85.69903362,83.4126,4386,UNKN,THCK,3,100,100,85.69903362,83.4126
19.85408635,4.465936246,19.83784006,71.829,1356,PAO,TONW,22,19.85408635,4.465936246,19.83784006,71.829
77.44566576,78.3499208,74.82941552,69.071,2692,OVL,TONS,14,77.44566576,78.3499208,74.82941552,69.071
63.31704085,26.41030174,56.78989781,80.84175,1417,PAO,TONW,16,63.31704085,26.41030174,56.78989781,80.84175
95.5288511,98.89554166,73.18294055,84.437,3756,OVL,TONW,14,95.5288511,98.89554166,73.18294055,84.437
76.10542458,80.78036635,67.59889777,69.01449612,2700,MAF,TONS,13,76.10542458,80.78036635,67.59889777,69.01449612
74.75427917,30.27677638,59.94698788,81.59823,1071,OVL,TONW,14,74.75427917,30.27677638,59.94698788,81.59823
31.83378017,7.898987716,30.52828747,35.60042,1900,OVL,TONS,16,31.83378017,7.898987716,30.52828747,35.60042
99.82436634,98.87345474,86.47615467,66.707,6600,MAF,THCK,6,99.82436634,98.87345474,86.47615467,66.707
78.28959624,51.9653665,83.87306721,87.983,3001,MAF,THCK,14,78.28959624,51.9653665,83.87306721,87.983
88.12398191,64.56711331,82.78513108,73.799,8750,MAF,THCK,8,88.12398191,64.56711331,82.78513108,73.799
83.67275546,96.17797142,82.46761357,74.981,2300,MAF,THCK,11,83.67275546,96.17797142,82.46761357,74.981
100,100,85.24491723,92.63614,4700,UNKN,THCK,1,100,100,85.24491723,92.63614
78.21061383,50.23669156,71.7733772,81.12308219,2500,OVL,TONS,23,78.21061383,50.23669156,71.7733772,81.12308219
100,100,84.25720369,97.80940242,1700,OVL,AONC,1,100,100,84.25720369,97.80940242
100,100,80.72130308,95.6662758,1427,OVL,TONS,1,100,100,80.72130308,95.6662758
100,100,84.50195439,96.454,1200,OVL,TONS,1,100,100,84.50195439,96.454
99.59393474,93.44198836,82.79624411,89.559,5950,UNKN,THCK,10,99.59393474,93.44198836,82.79624411,89.559
92.16391868,69.4134854,76.98506026,84.79459413,2700,OVL,THCK,14,92.16391868,69.4134854,76.98506026,84.79459413
75.56699245,53.60686548,47.6974951,54.62386091,4309,OVL,TONS,20,75.56699245,53.60686548,47.6974951,54.62386091
84.55385547,69.26067617,62.40698564,73.2868,3369,MAF,AONC,18,84.55385547,69.26067617,62.40698564,73.2868
100,99.12698115,82.70510245,92.12,3800,OVL,THCK,3,100,99.12698115,82.70510245,92.12
71.81584244,45.9868245,66.67720483,77.542,1900,OVL,TONS,17,71.81584244,45.9868245,66.67720483,77.542
51.92887291,62.54068231,14.4619486,44.446,2100,OVL,TONW,15,51.92887291,62.54068231,14.4619486,44.446
64.55824954,74.99365207,69.03088447,77.345,1100,OVL,TONW,14,64.55824954,74.99365207,69.03088447,77.345
99.98548492,99.97930802,82.21667871,81.68097,3768,REC,THCK,9,99.98548492,99.97930802,82.21667871,81.68097
88.45236927,67.82889625,64.18237064,90.59792495,1236,OVL,TONS,22,88.27289911,67.09712437,64.04100318,90.741
75.19296386,34.16299552,65.97230426,61.4274,7200,PAO,TONS,17,75.19296386,34.16299552,65.97230426,61.4274
81.46280602,0.851914941,63.20991692,72.47617108,2680,OVL,TONS,5,81.46280602,0.851914941,63.20991692,72.47617108
66.34367137,24.80909281,78.06507817,80.90615385,2900,OVL,TONS,2,66.34367137,24.80909281,78.06507817,80.90615385
84.36627478,47.27959736,52.9112532,58.91565,7450,OVL,AONC,26,84.36627478,47.27959736,52.9112532,58.91565
88.39766128,65.4100924,83.80548691,68.677,9650,MAF,THCK,7,88.39766128,65.4100924,83.80548691,68.677
78.91276668,63.47053751,2.497913482,52.72,12600,OVL,TONS,15,78.91276668,63.47053751,2.497913482,52.72
91.71144222,87.51297815,85.62096297,84.24,7400,MAF,THCK,4,91.71144222,87.51297815,85.62096297,84.24
93.36457387,29.73110306,78.11775614,77.31453608,4200,OVL,THCK,17,93.36457387,29.73110306,78.11775614,77.31453608
100,100,85.51568223,93.696,3713,UNKN,THCK,1,100,100,85.51568223,93.696
92.96472764,87.05491917,81.39770965,84.50606322,11500,OVL,THCK,10,92.96472764,87.05491917,81.39770965,84.50606322
63.03575748,68.65656441,66.745433,70.71004,3400,OVL,TONW,15,63.03575748,68.65656441,66.745433,70.71004
79.63613542,73.55725516,68.18400337,79.68267281,1100,OVL,TONW,14,79.63613542,73.55725516,68.18400337,79.68267281
100,100,84.6707124,94.878,12750,MAF,THCK,9,100,100,84.6707124,94.878
99.69590958,99.77845273,82.99668514,48.386,4400,UNKN,THCK,4,99.69590958,99.77845273,82.99668514,48.386
100,100,84.11692153,93.2823,6650,UNKN,THCK,1,100,100,84.11692153,93.2823
100,100,84.50941382,98.03,1200,OVL,TONS,1,100,100,84.50941382,98.03
59.4118066,14.96447226,73.05047259,68.44020202,2400,OVL,TONW,15,59.4118066,14.96447226,73.05047259,68.44020202
99.91590822,100,84.97645241,92.735625,4000,UNKN,TONS,2,99.91590822,100,84.97645241,92.735625
98.78362404,90.14989002,76.02441145,91.923,710,OVL,TONS,21,98.78362404,90.14989002,76.02441145,91.923
71.2545312,75.77101748,55.42313548,68.283,2600,OVL,TONS,14,71.2545312,75.77101748,55.42313548,68.283
97.98498729,99.77028557,54.71508432,79.92373,2100,OVL,TONS,14,97.98498729,99.77028557,54.71508432,79.92373
66.75334979,54.69197374,58.32262662,74.8395302,1300,OVL,TONS,12,66.75334979,54.69197374,58.32262662,74.8395302
91.53865014,67.1496909,80.04009414,95.666,500,MAF,TONS,5,91.53865014,67.1496909,80.04009414,95.666
92.38320348,98.87591508,83.76656106,37.354,8050,MAF,THCK,12,92.38320348,98.87591508,83.76656106,37.354
80.13908266,3.927320276,26.45224565,36.96,17900,OVL,AONC,12,80.13908266,3.927320276,26.45224565,36.96
47.55077138,9.215671788,3.630959765,70.70868687,783,OVL,THCK,22,47.55077138,9.215671788,3.630959765,70.70868687
89.22644432,43.86445917,68.53466601,51.81298417,11682,OVL,AONC,11,89.22644432,43.86445917,68.53466601,51.81298417
98.38412385,91.41682499,81.58553812,85.225,6141,OVL,THCK,3,98.38412385,91.41682499,81.58553812,85.225
96.82492252,94.7857912,74.68237446,86.801,840,OVL,TONS,7,96.82492252,94.7857912,74.68237446,86.801
99.78866817,100,82.52647864,89.756,3200,UNKN,TONS,3,99.78866817,100,82.52647864,89.756
90.12315644,75.94098561,74.06462188,85.816,4587,OVL,AONC,23,90.12315644,75.94098561,74.06462188,85.816
32.79882468,0,35.68255226,65.10736,1500,OVL,TONW,15,32.79882468,0,35.68255226,65.10736
94.36804141,63.23288032,68.82633524,53.82088235,5600,OVL,THCK,14,94.36804141,63.23288032,68.82633524,53.82088235
96.87974676,94.257007,67.06260809,55.71043166,5000,MAF,TONW,8,95.17247416,94.07524181,72.40505757,54.63484
74.45469088,46.36790074,52.9590624,69.40984,3900,OVL,TONW,5,74.45469088,46.36790074,52.9590624,69.40984
77.23038658,80.95401244,61.37003172,58.236,4100,OVL,THCK,17,77.23038658,80.95401244,61.37003172,58.236
99.16725575,92.57204829,85.92553538,85.816,7150,MAF,THCK,5,99.16725575,92.57204829,85.92553538,85.816
100,100,85.23684046,96.06,4244,OVL,TONS,1,100,100,85.23684046,96.06
100,100,85.41027862,85.422,5950,UNKN,THCK,3,100,100,85.41027862,85.422
38.15431909,58.29442049,28.87387206,51.74485,1600,OVL,TONS,16,38.15431909,58.29442049,28.87387206,51.74485
95.38501775,84.02361345,82.99930489,83.40078,7800,MAF,AONC,5,95.38501775,84.02361345,82.99930489,83.40078
100,100,86.15968668,85.422,4800,UNKN,THCK,3,100,100,86.15968668,85.422
73.02912686,41.5369477,62.15345056,88.18,1400,OVL,THCK,22,73.02912686,41.5369477,62.15345056,88.18
100,100,80.43912957,96.06,8700,OVL,AONC,1,100,100,80.43912957,96.06
17.57747108,0,38.77109977,70.45,1408,OVL,TONS,18,28.79723949,1.348156079,49.02898208,69.662
98.1086559,99.34034599,83.17280484,81.35347594,10400,MAF,AONC,5,98.1086559,99.34034599,83.17280484,81.35347594
100,100,84.38866685,92.60409556,3800,UNKN,TONS,2,100,100,84.38866685,92.60409556
99.90672662,99.9058293,81.84484099,90.00422,5200,OVL,TONW,3,99.90672662,99.9058293,81.84484099,90.00422
59.40308624,50.21818141,25.91973732,63.12948,820,OVL,TONS,13,59.40308624,50.21818141,25.91973732,63.12948
99.45459505,98.31172162,80.40377458,71.435,9016,UNKN,THCK,7,99.45459505,98.31172162,80.40377458,71.435
89.6473227,14.65350474,78.61818379,89.91873913,853,OVL,THCK,23,89.6473227,14.65350474,78.61818379,89.91873913
65.1372396,30.25819154,63.39543322,82.59505,3300,OVL,AONC,23,65.1372396,30.25819154,63.39543322,82.59505
94.41096652,98.75068073,76.77449717,76.86432,1300,PAO,TONS,8,94.41096652,98.75068073,76.77449717,76.86432
89.58191905,82.68715107,83.94430608,91.61174,4200,MAF,THCK,5,89.58191905,82.68715107,83.94430608,91.61174
71.39275209,42.8826029,28.51315059,56.09658,2500,OVL,TONS,19,71.39275209,42.8826029,28.51315059,56.09658
87.68019214,75.08587506,80.38287687,73.05631,3600,MAF,AONC,5,87.68019214,75.08587506,80.38287687,73.05631
72.58398061,11.9056403,46.15245641,45.2291358,8608,UNKN,AONC,24,72.58398061,11.9056403,46.15245641,45.2291358
54.35527884,13.02288948,16.36525695,65.22162,555,OVL,TONS,15,54.35527884,13.02288948,16.36525695,65.22162
92.78761975,80.71935742,75.85795964,65.77322,10403,OVL,THCK,13,92.78761975,80.71935742,75.85795964,65.77322
81.28416324,69.89788638,37.08169791,67.39507246,6497,MAF,AONC,16,81.28416324,69.89788638,37.08169791,67.39507246
96.09430085,89.88649484,73.4121322,78.84023,3936,OVL,TONW,13,96.09430085,89.88649484,73.4121322,78.84023
25.82299301,3.302794777,34.44628282,87.786,1300,OVL,TONW,17,25.82299301,3.302794777,34.44628282,87.786
48.62555643,10.38220552,39.3245316,80.891,657,OVL,TONS,19,48.62555643,10.38220552,39.3245316,80.891
96.40803188,81.64986606,76.64020593,94.672276,670,OVL,TONS,23,96.40803188,81.64986606,76.64020593,94.672276
85.35538979,83.07232854,74.40055025,88.95027,3651,PAO,TONW,20,85.35538979,83.07232854,74.40055025,88.95027
84.25126279,50.64944015,78.9063916,67.48458774,4600,OVL,THCK,20,84.25126279,50.64944015,78.9063916,67.48458774
92.27284534,54.40413881,80.52230987,97.636,467,MAF,TONS,5,92.27284534,54.40413881,80.52230987,97.636
95.5383745,76.25079421,83.01096233,93.28821,2900,UNKN,THCK,3,95.5383745,76.25079421,83.01096233,93.28821
98.82995605,98.28715292,81.86181163,78.12556604,4800,MAF,TONS,9,98.82995605,98.28715292,81.86181163,78.12556604
93.2048286,77.00846073,74.61247994,76.81829861,7655,MAF,THCK,12,93.2048286,77.00846073,74.61247994,76.81829861
100,100,84.43541316,94.36186,4700,UNKN,THCK,1,100,100,84.43541316,94.36186
99.74112235,95.9694351,82.90103981,96.848,680,PAO,TONS,3,99.74112235,95.9694351,82.90103981,96.848
79.38740084,57.97295809,81.80197037,83.846,3050,MAF,THCK,14,79.38740084,57.97295809,81.80197037,83.846
99.91243865,99.81848362,79.53600313,94.74476052,1366,OVL,TONS,2,99.91243865,99.81848362,79.53600313,94.74476052
100,100,86.74552283,91.923,2650,OVL,THCK,3,100,100,86.74552283,91.923
100,100,84.522144,96.25048058,4100,OVL,THCK,1,100,100,84.522144,96.25048058
98.37721531,95.55597747,75.09292074,54.82396,22789,MAF,TONS,7,98.37721531,95.55597747,75.09292074,54.82396
0,0,28.28343937,37.90594714,1100,REC,THCK,31,0,0,28.28343937,37.90594714
97.23886156,98.75589339,75.38627353,74.2521,5950,MAF,TONS,9,97.23886156,98.75589339,75.38627353,74.2521
2.949393553,0,34.44569478,61.979,1200,OVL,TONS,24,2.949393553,0,34.44569478,61.979
100,100,82.60028945,96.06,1800,OVL,THCK,1,100,100,82.60028945,96.06
85.70207013,71.57975777,63.68989295,64.46711,3889,OVL,AONC,12,85.70207013,71.57975777,63.68989295,64.46711
100,100,82.97076601,94.878,2650,OVL,THCK,1,100,100,82.97076601,94.878
100,100,84.84656449,94.9568,7942,OVL,THCK,2,100,100,84.84656449,94.9568
99.53103088,91.58735997,84.30389957,95.72439523,2800,OVL,THCK,4,99.53103088,91.58735997,84.30389957,95.72439523
98.0376582,91.56137768,78.64296208,81.088,12405,MAF,THCK,4,98.0376582,91.56137768,78.64296208,81.088
95.4546193,95.62533189,74.42548296,77.3090511,2008,OVL,TONS,8,95.4546193,95.62533189,74.42548296,77.3090511
67.29385911,39.94595891,62.95067696,76.54405362,1200,OVL,TONS,21,69.02915628,41.9759579,62.5950381,76.31408435
71.48555332,69.75417632,77.09592059,79.315,4500,OVL,AONC,10,71.48555332,69.75417632,77.09592059,79.315
85.70128633,86.09915397,62.65920882,64.25632,1800,OVL,TONW,12,85.70128633,86.09915397,62.65920882,64.25632
96.80424261,99.16911157,80.37863355,81.4623,5100,MAF,TONS,9,96.80424261,99.16911157,80.37863355,81.4623
66.48901919,43.07514843,53.37047587,65.919,3436,OVL,TONS,16,66.48901919,43.07514843,53.37047587,65.919
100,100,84.67716751,92.12,5043,UNKN,THCK,1,100,100,84.67716751,92.12
100,100,79.00795617,96.06,1000,OVL,TONW,1,100,100,79.00795617,96.06
89.07078938,53.82273421,75.93886733,73.07666667,6267,MAF,THCK,9,92.7241546,64.86685335,79.43455702,78.133
83.23444458,3.088770489,63.38091825,72.42,5133,MAF,THCK,15,83.23444458,3.088770489,63.38091825,72.42
99.45605604,93.14874588,86.70514458,90.15,7400,OVL,THCK,2,99.45605604,93.14874588,86.70514458,90.15
87.81233531,86.40808704,78.00107959,72.54563776,8000,OVL,THCK,13,87.81233531,86.40808704,78.00107959,72.54563776
92.72599513,90.85445386,67.26661983,94.04622222,5600,OVL,THCK,2,92.72599513,90.85445386,67.26661983,94.04622222
95.32822632,94.53961627,73.68965814,74.69404337,16800,MAF,AONC,5,95.32822632,94.53961627,73.68965814,74.69404337
66.20919379,26.7079371,44.34497504,59.024,3702,OVL,TONS,5,66.20919379,26.7079371,44.34497504,59.024
68.39097117,10.41844773,72.90404552,82.20533917,3072,UNKN,THCK,3,68.39097117,10.41844773,72.90404552,82.20533917
0,0,2.263409648,51.52815,1200,OVL,TONS,20,0,0,2.263409648,51.52815
70.96454765,5.264973077,26.96420301,38.37643,5786,OVL,TONS,20,70.96454765,5.264973077,26.96420301,38.37643
98.56414245,99.65601444,78.0046581,77.61450363,4600,REC,THCK,12,98.56414245,99.65601444,78.0046581,77.61450363
97.53332868,100,81.04742019,68.48,4000,OVL,THCK,16,97.53332868,100,81.04742019,68.48
78.49888799,49.32408081,49.941314,81.93904,470,OVL,TONS,5,78.49888799,49.32408081,49.941314,81.93904
97.91362328,87.01129144,85.29764649,77.542,8400,MAF,THCK,7,97.91362328,87.01129144,85.29764649,77.542
99.8510947,95.42780318,80.50411719,63.358,20271,MAF,THCK,5,99.8510947,95.42780318,80.50411719,63.358
85.60571619,83.76698675,73.10207061,85.58092437,420,OVL,TONS,7,85.60571619,83.76698675,73.10207061,85.58092437
100,100,83.63222099,94.09,4100,UNKN,THCK,1,100,100,83.63222099,94.09
65.97888767,22.1256944,34.78911339,74.60276,690,OVL,TONS,14,65.97888767,22.1256944,34.78911339,74.60276
99.71793718,99.20151929,80.36752747,96.651,1200,PAO,TONS,2,99.71793718,99.20151929,80.36752747,96.651
99.94540046,97.08041514,86.41416944,81.088,12050,UNKN,THCK,3,99.94540046,97.08041514,86.41416944,81.088
88.38557915,92.18037382,77.84644805,75.966,2999,OVL,TONS,13,88.38557915,92.18037382,77.84644805,75.966
89.28261875,65.14068063,73.14179753,81.10376,2500,OVL,TONW,23,89.28261875,65.14068063,73.14179753,81.10376
74.47541283,76.99104455,77.21294632,87.42155,1469,OVL,TONS,20,74.47541283,76.99104455,77.21294632,87.42155
100,99.54325073,82.9639028,92.65459973,3800,OVL,TONS,3,100,99.54325073,82.9639028,92.65459973
100,100,86.40583454,96.06,3300,OVL,THCK,2,100,100,86.40583454,96.06
99.8637901,99.12758815,86.13626752,78.527,12800,UNKN,THCK,3,99.8637901,99.12758815,86.13626752,78.527
72.63768587,39.31266826,0,0,8400,OVL,AONC,16,72.63768587,39.31266826,0,0
100,100,84.78467371,93.696,3900,UNKN,THCK,1,100,100,84.78467371,93.696
78.00718787,33.10840363,65.08540109,74.89432,1202,OVL,TONS,16,78.00718787,33.10840363,65.08540109,74.89432
77.61292261,48.42619445,65.12673308,66.15146,5618,OVL,TONS,15,77.61292261,48.42619445,65.12673308,66.15146
94.25718513,88.06986101,84.25731661,74.60276,7900,OVL,THCK,8,94.25718513,88.06986101,84.25731661,74.60276
98.85469017,96.89144037,63.96743336,68.278075,11100,CROL,AONC,14,98.85469017,96.89144037,63.96743336,68.278075
92.32998696,77.16212451,72.22633916,63.48802,12001,OVL,AONC,6,92.32998696,77.16212451,72.22633916,63.48802
99.96778727,96.49232771,84.85360552,56.857,17950,MAF,THCK,5,99.96778727,96.49232771,84.85360552,56.857
97.80252108,93.3685731,76.98823103,79.9573913,4100,OVL,THCK,12,97.80252108,93.3685731,76.98823103,79.9573913
83.85658535,85.07135206,57.13190601,83.452,680,OVL,TONS,21,83.85658535,85.07135206,57.13190601,83.452
98.1501261,99.37122882,73.46529848,61.79973,2684,PAO,TONS,12,98.1501261,99.37122882,73.46529848,61.79973
100,100,72.86230031,74.72293,9400,CROL,AONC,14,100,100,72.86230031,74.72293
99.72203787,99.95653113,83.51888665,94.53200594,4500,PAO,TONS,2,99.72203787,99.95653113,83.51888665,94.53200594
50.25236281,4.618150365,34.00851618,64.89657,1000,OVL,TONW,17,50.25236281,4.618150365,34.00851618,64.89657
99.33574523,90.74157146,74.07401091,57.49137615,5300,MAF,TONS,12,99.33574523,90.74157146,74.07401091,57.49137615
96.74573089,89.32172145,69.43424574,77.23410596,6500,OVL,TONS,15,96.74573089,89.32172145,69.43424574,77.23410596
84.68823113,76.39601196,40.90508361,58.26358,2073,OVL,TONW,17,84.68823113,76.39601196,40.90508361,58.26358
99.62794481,93.07101388,81.61870068,94.09,940,PAO,TONS,3,99.62794481,93.07101388,81.61870068,94.09
74.14372026,80.50475573,73.66817716,79.60065,1600,OVL,TONS,20,74.14372026,80.50475573,73.66817716,79.60065
73.44190564,57.26792306,49.93005397,78.60777,681,OVL,TONW,14,73.44190564,57.26792306,49.93005397,78.60777
47.57862556,14.4577772,54.85766505,77.21314961,1600,OVL,TONW,16,47.57862556,14.4577772,54.85766505,77.21314961
75.67498116,76.1207516,57.62811369,66.12585,1100,OVL,TONS,16,75.67498116,76.1207516,57.62811369,66.12585
85.18162948,75.69147038,74.01301329,75.70793,3000,OVL,TONS,7,85.18162948,75.69147038,74.01301329,75.70793
75.31702829,91.73060502,82.16920308,77.739,2300,MAF,THCK,11,75.31702829,91.73060502,82.16920308,77.739
51.54139398,70.83436832,17.06199496,64.88475,1100,OVL,TONS,16,51.54139398,70.83436832,17.06199496,64.88475
46.80021786,0,38.52324436,55.06824,1500,OVL,TONW,17,46.80021786,0,38.52324436,55.06824
100,100,84.0384264,88.968,5950,UNKN,THCK,1,100,100,84.0384264,88.968
100,100,84.98263517,92.1397,6650,UNKN,THCK,1,100,100,84.98263517,92.1397
95.52649625,91.66757093,81.91262817,91.93285,3861,MAF,THCK,7,95.52649625,91.66757093,81.91262817,91.93285
100,100,85.50584413,96.848,2650,OVL,THCK,1,100,100,85.50584413,96.848
66.88316048,45.05154832,9.562670666,62.964,1500,OVL,TONS,14,66.88316048,45.05154832,9.562670666,62.964
86.98438749,92.83525654,74.55469625,76.4979,5000,OVL,TONS,11,86.98438749,92.83525654,74.55469625,76.4979
99.72264714,93.42016213,83.82227395,63.555,13500,MAF,THCK,8,99.72264714,93.42016213,83.82227395,63.555
91.36212824,82.20805674,83.29383846,73.52710744,8000,OVL,THCK,13,91.36212824,82.20805674,83.29383846,73.52710744
67.24667403,3.157952618,55.55858961,72.52029091,2600,MAF,TONS,15,67.24667403,3.157952618,55.55858961,72.52029091
73.59993279,80.73244834,13.03752621,56.41479491,2100,OVL,TONW,15,73.59993279,80.73244834,13.03752621,56.41479491
65.81626991,48.11925245,51.88658444,69.28676191,3000,OVL,AONC,20,65.81626991,48.11925245,51.88658444,69.28676191
94.15879552,82.93463857,76.46804428,80.69078804,2822,OVL,THCK,19,94.15879552,82.93463857,76.46804428,80.69078804
100,100,84.06780582,96.06,2400,OVL,TONS,2,100,100,84.06780582,96.06
73.30288998,19.04170452,83.45328288,83.30190476,4428,MAF,THCK,15,73.30288998,19.04170452,83.45328288,83.30190476
87.15431302,76.05209817,37.40517271,64.96155245,6057,MAF,AONC,18,87.15431302,76.05209817,37.40517271,64.96155245
25.31418319,2.094635569,12.82483698,57.51892,1000,OVL,TONW,17,25.31418319,2.094635569,12.82483698,57.51892
54.90750979,0.726626881,32.3600679,75.77473201,860,OVL,AONC,18,54.90750979,0.726626881,32.3600679,75.77473201
99.40316989,98.68186748,79.45608584,91.86149321,3440,OVL,AONC,2,99.40316989,98.68186748,79.45608584,91.86149321
68.30637614,6.563792743,64.10626174,83.058,1264,OVL,TONS,12,68.30637614,6.563792743,64.10626174,83.058
100,100,85.25187036,92.4943,5000,UNKN,THCK,1,100,100,85.25187036,92.4943
91.36685155,94.26412743,77.54233979,80.891,2600,OVL,TONW,9,91.36685155,94.26412743,77.54233979,80.891
97.13704655,97.53871181,83.0483306,77.739,2350,UNKN,THCK,5,97.13704655,97.53871181,83.0483306,77.739
99.82971841,100,82.25754522,92.317,10198,OVL,THCK,2,99.82971841,100,82.25754522,92.317
61.13041537,27.28562754,15.45316213,66.116,1600,OVL,TONS,13,61.13041537,27.28562754,15.45316213,66.116
89.43320067,68.73217028,72.63326965,90.46724675,1400,OVL,TONW,22,89.43320067,68.73217028,72.63326965,90.46724675
77.76101233,20.5847106,73.04255003,80.92449,1608,OVL,TONS,16,77.76101233,20.5847106,73.04255003,80.92449
80.05418454,63.92325225,58.99849447,45.03596859,10345,MAF,AONC,17,80.05418454,63.92325225,58.99849447,45.03596859
68.80613091,44.78318533,26.4176878,46.28146342,2500,OVL,THCK,19,68.80613091,44.78318533,26.4176878,46.28146342
100,100,79.86742824,98.7857314,7800,OVL,AONC,1,100,100,79.86742824,98.7857314
100,100,85.03699579,92.908,6000,UNKN,THCK,1,100,100,85.03699579,92.908
20.69904636,30.28193637,20.58735302,62.176,2290,OVL,TONS,24,20.69904636,30.28193637,20.58735302,62.176
99.6750726,96.41889947,82.00616165,93.06479592,4316,MAF,TONS,4,99.6750726,96.41889947,82.00616165,93.06479592
51.58998741,40.55889523,27.65383707,67.495,1300,OVL,TONW,17,51.58998741,40.55889523,27.65383707,67.495
98.94279458,90.37646503,79.75650545,82.8325344,4152,OVL,THCK,13,98.94279458,90.37646503,79.75650545,82.8325344
95.05933455,94.52179405,75.09896195,80.90456587,1992,OVL,TONS,12,95.05933455,94.52179405,75.09896195,80.90456587
49.62950383,18.4570253,43.71715242,84.24,760,OVL,TONS,19,49.62950383,18.4570253,43.71715242,84.24
88.05172043,39.63857618,49.68132563,44.95229,14354,OVL,AONC,11,88.05172043,39.63857618,49.68132563,44.95229
84.94020242,82.59112929,80.88903379,92.00399579,9088,MAF,THCK,7,84.94020242,82.59112929,80.88903379,92.00399579
87.69675743,67.3126054,68.73746703,56.45577353,5164,REC,THCK,42,87.69675743,67.3126054,68.73746703,56.45577353
86.5739662,68.89233296,68.55328285,74.48653,2106,OVL,TONW,12,86.5739662,68.89233296,68.55328285,74.48653
100,100,80.16773952,98.50052493,550,OVL,TONS,1,100,100,80.16773952,98.50052493
83.918909,75.22399299,68.10312613,60.65426997,8500,OVL,TONS,14,83.918909,75.22399299,68.10312613,60.65426997
98.79529592,99.58513773,81.44794285,84.35426,5400,MAF,TONS,5,98.79529592,99.58513773,81.44794285,84.35426
87.4037924,29.92821438,74.98351392,61.94551,3467,OVL,THCK,16,87.4037924,29.92821438,74.98351392,61.94551
96.84568447,94.61671911,79.90107832,87.589,1449,OVL,TONS,22,96.84568447,94.61671911,79.90107832,87.589
97.57470048,98.49227684,80.31174606,77.148,10920,MAF,THCK,12,97.57470048,98.49227684,80.31174606,77.148
77.02533229,62.5180426,60.86949422,73.98812,1200,OVL,TONS,14,77.02533229,62.5180426,60.86949422,73.98812
97.12918682,91.35480525,78.19503155,61.388,22920,MAF,THCK,5,97.12918682,91.35480525,78.19503155,61.388
95.81351127,81.32293144,79.7619825,62.03022,5400,OVL,THCK,15,95.81351127,81.32293144,79.7619825,62.03022
100,100,75.62955859,96.28301887,3400,OVL,TONS,20,100,100,75.62955859,96.28301887
100,100,85.37533967,89.165,2300,UNKN,THCK,2,100,100,85.37533967,89.165
61.54951421,58.93088516,50.111543,41.097,2700,PAO,TONS,14,61.54951421,58.93088516,50.111543,41.097
83.98815333,94.47610945,58.72954672,65.27678,2500,OVL,TONS,19,83.98815333,94.47610945,58.72954672,65.27678
30.37525514,27.77158271,52.35835658,35.187,3300,OVL,TONS,21,30.37525514,27.77158271,52.35835658,35.187
94.53361623,87.27583895,80.4721033,80.891,9650,MAF,THCK,4,94.53361623,87.27583895,80.4721033,80.891
99.34820384,100,83.83437289,90.938,852,MAF,TONS,5,99.34820384,100,83.83437289,90.938
